RecordID,ReportedModel,ModelVariantName,DateSet,SpeedKph,Sponsor,Description
18043,Viper 3,,2015-10-09,,,Time to Climb: 13m 46s 
18044,,,2016-04-22,,,"Distance: 50.08 km, 31.12 mi, 27.04 nm "
18045,G650ER,G650,2016-03-11,,III (Jet),"Speed: 950.14 kmh, 590.39 mph, 513.03 kts "
18046,525B Citation CJ3,,2015-09-23,,III (Jet),"Speed: 543.02 kmh, 337.42 mph, 293.21 kts "
18047,N20,N-20,2016-01-10,,,Duration: 9h 26m 49s 
18048,,,2016-11-25,,VI (Electric),Time to Climb: 4m 22s 
18049,,,2016-08-09,,,"Distance: 301.4 km, 187.28 mi, 162.74 nm "
18050,Legacy 450,,2016-05-22,,III (Jet),"Speed: 580.51 kmh, 360.71 mph, 313.45 kts "
18051,HA-420,HA-420,2016-04-09,,III (Jet),"Speed: 608.459 kmh, 378.08 mph, 328.54 kts "
18052,Learjet 45XR,,2016-04-10,,III (Jet),"Speed: 792.60 kmh, 492.5 mph, 427.97 kts "
18053,G650ER,G650,2016-05-18,,III (Jet),"Speed: 999.65 kmh, 621.15 mph, 539.77 kts "
18054,G280,280,2016-05-20,,III (Jet),"Speed: 874.17 kmh, 543.18 mph, 472.01 kts "
18055,Baron BE58,,2016-09-17,,I (Internal Combustion),"Speed: 166.24 kmh, 103.3 mph, 89.76 kts "
18056,Aerostar 601P,,2016-05-20,468.46,I (Internal Combustion),"Speed: 468.46 kmh, 291.09 mph, 252.95 kts "
18057,182,182,2016-07-12,,I (Internal Combustion),9.19 km/kg
18058,Laminar 14.1,,2016-10-13,,,"Distance: 603 km, 374.69 mi, 325.59 nm "
18059,Litespeed RX3.5,,2016-10-13,,,"Distance: 603 km, 374.69 mi, 325.59 nm "
18060,Volt2 SL,,2016-05-21,,,"Distance: 221.2 km, 137.45 mi, 119.44 nm "
18061,EnZo 2,,2016-07-19,,,"Distance: 329.3 km, 204.62 mi, 177.81 nm "
18062,ATOS VRS,,2016-06-28,51.51,,"Speed: 51.51 kmh, 32.01 mph, 27.81 kts "
18063,750 Citation X,,2016-06-12,,III (Jet),"Speed: 858.686 kmh, 533.56 mph, 463.65 kts "
18064,PA-28-235 Cherokee Pathfinder,,2016-08-13,,I (Internal Combustion),"Speed: 253.647 kmh, 157.61 mph, 136.96 kts "
18065,,,2016-08-26,,,"Alt: 753m, 2470.5ft "
18066,,,2016-09-19,,,Duration: 12h 46m 29s 
18067,Baron BE58,,2017-02-09,,I (Internal Combustion),"Speed: 242.81 kmh, 150.88 mph, 131.11 kts "
18068,300 LC,300C,2017-03-23,337.5,VI (Electric),"Speed: 337.50 kmh, 209.71 mph, 182.24 kts "
18069,300 LC,300C,2017-03-23,342.86,VI (Electric),"Speed: 342.86 kmh, 213.04 mph, 185.13 kts "
18070,R-550,RX-550,2016-07-23,,,"Distance: 33521.4 km, 20829.23 mi, 18100.11 nm "
18071,S10,S10,2016-07-24,,VI (Electric),"Alt: 9232m, 30288.7ft "
18072,182,182,2016-06-22,,I (Internal Combustion),"Speed: 177.29 kmh, 110.16 mph, 95.73 kts "
18073,Legacy 500,,2016-06-30,,III (Jet),"Speed: 740.72 kmh, 460.26 mph, 399.96 kts "
18074,Legacy 500,,2016-07-08,,III (Jet),"Speed: 700.88 kmh, 435.51 mph, 378.44 kts "
18075,Legacy 500,,2016-06-27,,III (Jet),"Speed: 700.90 kmh, 435.52 mph, 378.46 kts "
18076,Legacy 500,,2016-07-05,,III (Jet),"Speed: 764.50 kmh, 475.04 mph, 412.8 kts "
18077,RV-8,RV-8,2016-07-15,,I (Internal Combustion),"Speed: 165.1 kmh, 102.59 mph, 89.15 kts "
18078,RV-4,RV-4,2016-07-15,,I (Internal Combustion),"Speed: 165.1 kmh, 102.59 mph, 89.15 kts "
18079,HA-420,HA-420,2016-07-19,,III (Jet),"Speed: 647.16 kmh, 402.13 mph, 349.44 kts "
18080,M22,M22,2016-08-11,,I (Piston),"Alt: 3025m, 9924.5ft Take Off Weight: 394.9 kg, 870.61 lb "
18081,M22,M22,2016-08-11,,I (Piston),"Alt: 4225m, 13861.5ft Take Off Weight: 499.6 kg, 1101.43 lb "
18082,M22,M22,2016-04-28,,I (Piston),"Take Off Weight: 606.9 kg, 1337.99 lb Distance: 1427.387 km, 886.94 mi, 770.73 nm "
18083,M22,M22,2016-08-11,,I (Piston),"Alt: 4802m, 15754.6ft Take Off Weight: 540.7 kg, 1192.04 lb "
18084,M22,M22,2016-08-11,,I (Piston),"Alt: 3025m, 9924.5ft Take Off Weight: 514.6 kg, 1134.5 lb "
18085,AT104,AT-10,2017-02-09,,,Duration: 55h 09m 57s 
18086,AT104,AT-10,2017-02-09,,,Duration: 55h 09m 57s 
18087,AT104,AT-10,2017-02-09,,,Duration: 55h 09m 57s 
18088,AT104,AT-10,2017-02-09,,,Duration: 55h 09m 57s 
18089,M22,M22,2015-11-10,,I (Piston),"Take Off Weight: 665.9 kg, 1468.06 lb Distance: 1653.07 km, 1027.17 mi, 892.59 nm "
18090,M22,M22,2015-11-10,,I (Piston),"Speed: 164.13 kmh, 101.99 mph, 88.62 kts Take Off Weight: 665.9 kg, 1468.06 lb Duration: 10h 4m 18s "
18091,Antares 20E,,2016-12-17,,,"Distance: 1137.3 km, 706.69 mi, 614.09 nm "
18092,G650ER,G650,2016-12-09,,III (Jet),"Speed: 761.858 kmh, 473.4 mph, 411.37 kts "
18093,Legacy 450,,2016-12-06,,III (Jet),"Speed: 724.054 kmh, 449.91 mph, 390.96 kts "
18094,Legacy 450,,2016-12-06,,III (Jet),"Speed: 846.33 kmh, 525.89 mph, 456.98 kts "
18095,G650ER,G650,2016-11-18,,III (Jet),"Speed: 803.33 kmh, 499.17 mph, 433.76 kts "
18096,G650ER,G650,2016-11-21,,III (Jet),"Speed: 1039.91 kmh, 646.17 mph, 561.51 kts "
18097,Q400,SQ400,2016-09-23,,II (Turboprop),"Speed: 605.26 kmh, 376.09 mph, 326.81 kts "
18098,Q400,SQ400,2016-09-23,,II (Turboprop),"Distance: 2479.89 km, 1540.93 mi, 1339.03 nm "
18099,Q400,SQ400,2016-09-23,,II (Turboprop),"Speed: 675 kmh, 419.43 mph, 364.47 kts "
18100,ASW 27 B,ASW 28 B,2017-01-01,198.11,,"Speed: 198.11 kmh, 123.1 mph, 106.97 kts "
18101,R44 Raven II,,2016-10-29,222.176,I (Piston),"Speed: 222.176 kmh, 138.05 mph, 119.97 kts Take Off Weight: 1116.7 kg, 2461.9 lb Duration: 4h 50m 15s "
18102,Q400,SQ400,2016-09-24,,II (Turboprop),"Speed: 508.28 kmh, 315.83 mph, 274.45 kts "
18103,Boomerang 10,,2016-10-13,,,"Distance: 564.3 km, 350.64 mi, 304.7 nm "
18104,EnZo 2,,2016-10-13,,,"Distance: 564.3 km, 350.64 mi, 304.7 nm "
18105,EnZo 2,,2016-10-13,,,"Distance: 564.3 km, 350.64 mi, 304.7 nm "
18106,Explorer,,2016-10-28,,,"Distance: 568.47 km, 353.23 mi, 306.95 nm "
18107,Ventus,,1995-01-05,169.72,,"Speed: 169.72 kmh, 105.46 mph, 91.64 kts "
18108,M22,M22,2016-08-30,,I (Piston),"Take Off Weight: 494.4 kg, 1089.97 lb Other: 191 lbs (86 kg)"
18109,M22,M22,2016-08-30,,I (Piston),"Take Off Weight: 504.8 kg, 1112.89 lb Time to Climb: 20m 59s "
18110,M22,M22,2016-08-30,,I (Piston),"Alt: 2889m, 9478.3ft Take Off Weight: 626.9 kg, 1382.08 lb "
18111,M22,M22,2016-08-30,,I (Piston),"Take Off Weight: 545.7 kg, 1203.06 lb Other: 320 lbs (145 kg)"
18112,Legacy 500,,2016-09-11,,III (Jet),"Speed: 772.485 kmh, 480 mph, 417.11 kts "
18113,Legacy 500,,2016-09-07,,III (Jet),"Speed: 775.30 kmh, 481.75 mph, 418.63 kts "
18114,G280,280,2016-09-19,,III (Jet),"Speed: 730.958 kmh, 454.2 mph, 394.69 kts "
18115,G280,280,2016-09-08,,III (Jet),"Speed: 736.459 kmh, 457.61 mph, 397.66 kts "
18116,Phenom 100,,2016-09-20,,III (Jet),"Speed: 436.846 kmh, 271.44 mph, 235.88 kts "
18117,Phenom 300,,2016-09-01,,III (Jet),"Speed: 733.376 kmh, 455.7 mph, 395.99 kts "
18118,G280,280,2016-10-19,,III (Jet),"Speed: 862.894 kmh, 536.18 mph, 465.93 kts "
18119,EB29,EB29,2016-08-15,152.72,,"Speed: 152.72 kmh, 94.9 mph, 82.46 kts "
18120,EB29,EB29,2016-08-15,152.72,,"Speed: 152.72 kmh, 94.9 mph, 82.46 kts "
18121,Zeno,,2016-12-09,,,"Distance: 392 km, 243.58 mi, 211.66 nm "
18122,172,172,2016-07-20,,I (Internal Combustion),"Speed: 194.58 kmh, 120.91 mph, 105.06 kts "
18123,EB29,EB29,2016-08-06,168.31,,"Speed: 168.31 kmh, 104.58 mph, 90.88 kts "
18124,R44 Raven II,,2016-09-27,,I (Piston),"Alt: 4725m, 15502ft Take Off Weight: 969.3 kg, 2136.94 lb "
18125,R44 Raven II,,2016-09-28,,I (Piston),"Take Off Weight: 878.6 kg, 1936.98 lb Time to Climb: 6m 27s "
18126,R44 Raven II,,2016-09-28,,I (Piston),"Take Off Weight: 979.3 kg, 2158.99 lb Other: 222 lbs (100 kg)"
18127,R44 Raven II,,2016-09-28,,I (Piston),"Take Off Weight: 1074.6 kg, 2369.09 lb Time to Climb: 9m 18s "
18128,R44 Raven II,,2016-09-28,,I (Piston),"Alt: 4239m, 13907.5ft Take Off Weight: 1152.1 kg, 2539.95 lb "
18129,R44 Raven II,,2016-09-28,,I (Piston),"Alt: 4421m, 14504.6ft Take Off Weight: 1051.9 kg, 2319.04 lb "
18130,R44 Raven II,,2016-09-28,,I (Piston),"Take Off Weight: 1125.8 kg, 2481.96 lb Other: 570 lbs (258 kg)"
18131,VA001,VA001,2016-12-02,,I (Internal Combustion & Jet),"Take Off Weight: 191.3 kg, 421.74 lb Duration: 2d 7h 56m 14s "
18132,ASH 31 Mi,ASH 31 MI,2017-07-04,156.14,,"Speed: 156.14 kmh, 97.02 mph, 84.31 kts "
18133,ASH 31 Mi,ASH 31 MI,2017-08-02,162.7,,"Speed: 162.70 kmh, 101.1 mph, 87.85 kts "
18134,ASH 26 E,ASH 26 E,2015-07-16,195.16,,"Speed: 195.16 kmh, 121.27 mph, 105.38 kts "
18135,E170,170,2017-01-21,,,"Speed: 594.819 kmh, 369.6 mph, 321.18 kts "
18136,172,172,2017-02-09,,I (Internal Combustion),"Speed: 242.81 kmh, 150.88 mph, 131.11 kts "
18137,T206,T206,2017-02-16,,I (Internal Combustion),"Speed: 245.978 kmh, 152.84 mph, 132.82 kts "
18138,525 Citation CJ1+,,2017-02-25,,III (Jet),"Speed: 447.407 kmh, 278.01 mph, 241.58 kts "
18139,G280,280,2017-02-26,,III (Jet),"Speed: 820.836 kmh, 510.04 mph, 443.22 kts "
18140,Legacy 450,,2017-03-08,,III (Jet),"Speed: 651.65 kmh, 404.92 mph, 351.86 kts "
18141,G280,280,2017-03-08,,III (Jet),"Speed: 797.816 kmh, 495.74 mph, 430.79 kts "
18142,Phenom 300,,2017-04-28,,III (Jet),"Speed: 795.96 kmh, 494.59 mph, 429.78 kts "
18143,Dynamic WT9,,2017-03-28,,I (Internal Combustion),"Speed: 238.59 kmh, 148.25 mph, 128.83 kts "
18144,Challenger 350,,2017-04-26,,III (Jet),"Speed: 755.418 kmh, 469.39 mph, 407.89 kts "
18145,GVII-G500,GVII-G500,2017-05-26,,III (Jet),"Speed: 869.245 kmh, 540.12 mph, 469.35 kts "
18146,V,V,2017-05-24,,III (Jet),"Speed: 852.62 kmh, 529.79 mph, 460.38 kts "
18147,GVII-G500,GVII-G500,2017-05-17,,III (Jet),"Speed: 905.64 kmh, 562.74 mph, 489.01 kts "
18148,GVII-G500,GVII-G500,2017-05-17,,III (Jet),"Speed: 919.495 kmh, 571.35 mph, 496.49 kts "
18149,HA-420,HA-420,2017-04-19,,III (Jet),"Speed: 594.02 kmh, 369.11 mph, 320.75 kts "
18150,152,152,2017-04-12,,I (Internal Combustion),"Speed: 135.91 kmh, 84.45 mph, 73.39 kts "
18151,767-300,767-300,2017-04-03,,,"Speed: 891.529 kmh, 553.97 mph, 481.39 kts "
18152,HA-420,HA-420,2017-05-04,,III (Jet),"Speed: 582.017 kmh, 361.65 mph, 314.26 kts "
18153,HA-420,HA-420,2017-05-04,,III (Jet),"Speed: 553.85 kmh, 344.15 mph, 299.06 kts "
18154,An-2,A-2,2017-04-11,,II (Turboprop),"Other: 3,202 kg"
18155,EB29,EB29,2016-08-06,168.31,,"Speed: 168.31 kmh, 104.58 mph, 90.88 kts "
18156,Standard Cirrus,,2017-05-05,,,"Distance: 864.67 km, 537.28 mi, 466.88 nm "
18159,Aerostar 601P,,2017-06-09,480.305,I (Internal Combustion),"Speed: 480.305 kmh, 298.45 mph, 259.34 kts "
18160,JS1C,JS1C,2017-07-16,157.29,,"Speed: 157.29 kmh, 97.74 mph, 84.93 kts "
18161,ASG 29-15,AG 915,2017-07-01,162.21,,"Speed: 162.21 kmh, 100.79 mph, 87.59 kts "
18162,T240,T240,2017-11-09,,I (Internal Combustion),"Speed: 372.03 kmh, 231.17 mph, 200.88 kts "
18163,,,2017-07-28,,,"Distance: 224.22 km, 139.32 mi, 121.07 nm "
18164,Vega XCT,,2017-01-17,,,"Distance: 219.5 km, 136.39 mi, 118.52 nm "
18165,Yak-130,,2016-10-18,,III (Jet),Time to Climb: 2m 39s 
18166,Yak-130,,2016-10-19,,III (Jet),Time to Climb: 4m 43s 
18167,Yak-130,,2016-10-18,,III (Jet),Time to Climb: 1m 26s 
18168,Yak-130,,2016-10-20,,III (Jet),Time to Climb: 1m 16s 
18169,Yak-130,,2016-10-20,,III (Jet),Time to Climb: 2m 7s 
18170,Yak-130,,2016-10-21,,III (Jet),Time to Climb: 2m 44s 
18171,Yak-130,,2016-10-21,,III (Jet),Time to Climb: 1m 42s 
18172,Yak-130,,2016-10-20,,III (Jet),Time to Climb: 3m 30s 
18173,ASG 29 E 15 m,,2017-11-09,175.25,,"Speed: 175.25 kmh, 108.9 mph, 94.63 kts "
18174,ASG 29 E 15 m,,2017-11-09,175.25,,"Speed: 175.25 kmh, 108.9 mph, 94.63 kts "
18175,Yak-130,,2016-10-18,,III (Jet),"Other: 2,000 kg"
18176,Silent 2 Electro,,2016-11-20,110.2,,"Speed: 110.20 kmh, 68.48 mph, 59.5 kts "
18177,Silent 2 Electro,,2016-11-24,140.5,,"Speed: 140.50 kmh, 87.3 mph, 75.86 kts "
18178,Litespeed RX3,,2017-11-05,,,"Distance: 405.8 km, 252.15 mi, 219.11 nm "
18179,Litespeed RX3,,2017-11-05,,,"Distance: 407.2 km, 253.02 mi, 219.87 nm "
18180,Litespeed RX3,,2017-11-05,,,"Distance: 411.0 km, 255.38 mi, 221.92 nm "
18182,G280,280,2017-11-29,,III (Jet),"Speed: 795.38 kmh, 494.23 mph, 429.47 kts "
18183,A330,330,2017-08-04,,,"Speed: 878.38 kmh, 545.8 mph, 474.29 kts "
18184,HA-420,HA-420,2017-08-27,,III (Jet),"Speed: 492.984 kmh, 306.33 mph, 266.19 kts "
18185,A330,330,2017-08-05,,,"Speed: 766.735 kmh, 476.43 mph, 414 kts "
18186,HA-420,HA-420,2017-08-20,,III (Jet),"Speed: 523.346 kmh, 325.19 mph, 282.58 kts "
18187,HA-420,HA-420,2017-08-06,,III (Jet),"Speed: 620.654 kmh, 385.66 mph, 335.13 kts "
18188,A330,330,2017-10-15,,,"Speed: 875.96 kmh, 544.3 mph, 472.98 kts "
18189,HA-420,HA-420,2017-08-10,,III (Jet),"Speed: 629.394 kmh, 391.09 mph, 339.85 kts "
18190,Bonanza A36,,2017-09-15,,I (Internal Combustion),"Speed: 267.224 kmh, 166.05 mph, 144.29 kts "
18191,P-51 Mustang,,2017-09-02,855.59,I (Internal Combustion),"Speed: 855.59 kmh, 531.64 mph, 461.98 kts "
18192,HA-420,HA-420,2017-09-02,,III (Jet),"Speed: 565.454 kmh, 351.36 mph, 305.32 kts "
18193,G650ER,G650,2017-10-04,,III (Jet),"Speed: 998.253 kmh, 620.29 mph, 539.01 kts "
18194,G650ER,G650,2017-10-03,,III (Jet),"Speed: 858.697 kmh, 533.57 mph, 463.66 kts "
18195,G650ER,G650,2017-10-05,,III (Jet),"Speed: 916.52 kmh, 569.5 mph, 494.88 kts "
18196,G650ER,G650,2017-10-05,,III (Jet),"Speed: 999.27 kmh, 620.92 mph, 539.56 kts "
18197,G650ER,G650,2017-10-06,,III (Jet),"Speed: 934.283 kmh, 580.54 mph, 504.47 kts "
18198,GVII-G500,GVII-G500,2017-10-07,,III (Jet),"Speed: 814.236 kmh, 505.94 mph, 439.65 kts "
18199,Zeno,,2017-10-14,,,"Distance: 451.00 km, 280.24 mi, 243.52 nm "
18200,Swift 4,,2017-11-04,,,"Distance: 339.6 km, 211.02 mi, 183.37 nm "
18201,JS3,JS3,2018-01-06,166.0,,"Speed: 166.00 kmh, 103.15 mph, 89.63 kts "
18202,Eagle V,,2017-10-21,,,"Distance: 749.8 km, 465.9 mi, 404.86 nm "
18203,Legacy 450,,2018-03-07,,III (Jet),"Speed: 839.897 kmh, 521.89 mph, 453.51 kts "
18204,G280,280,2017-12-03,,III (Jet),"Speed: 811.01 kmh, 503.94 mph, 437.91 kts "
18205,RV-10,RV-10,2018-01-02,,I (Internal Combustion),"Speed: 314.556 kmh, 195.46 mph, 169.85 kts "
18206,G280,280,2017-12-06,,III (Jet),"Speed: 798.09 kmh, 495.91 mph, 430.93 kts "
18207,G280,280,2017-12-06,,III (Jet),"Speed: 684.51 kmh, 425.33 mph, 369.61 kts "
18208,HA-420,HA-420,2017-12-20,,III (Jet),"Speed: 257.699 kmh, 160.13 mph, 139.15 kts "
18209,Glasair TD,,2018-03-19,,I (Internal Combustion),"Speed: 538.36 kmh, 334.52 mph, 290.69 kts "
18210,777-200ER,777-200ER,2018-03-03,,,"Speed: 889.128 kmh, 552.48 mph, 480.09 kts "
18211,G650,G650,2018-04-08,,III (Jet),"Speed: 838.886 kmh, 521.26 mph, 452.96 kts "
18212,GVII-G500,GVII-G500,2018-02-24,,III (Jet),"Speed: 978.596 kmh, 608.07 mph, 528.4 kts "
18213,GVII-G500,GVII-G500,2018-02-25,,III (Jet),"Speed: 1016.78 kmh, 631.8 mph, 549.02 kts "
18214,777-300,777-300,2018-01-25,,III (Jet),"Speed: 812.15 kmh, 504.65 mph, 438.53 kts "
18215,,,2018-02-28,,,"Distance: 68.65 km, 42.66 mi, 37.07 nm "
18216,EnZo 3,,2018-04-21,32.1,,"Speed: 32.1 kmh, 19.95 mph, 17.33 kts "
18217,EnZo 3,,2018-04-21,,,"Distance: 302.1 km, 187.72 mi, 163.12 nm "
18218,,,2018-03-21,,,Duration: 27m 10s 
18219,A-1 Husky,,1994-08-15,,I (Internal Combustion),"Distance: 1589.88 km, 987.91 mi, 858.47 nm "
18220,Avanti,,2017-08-30,236.89,I (Internal Combustion & Jet),"Speed: 236.89 kmh, 147.2 mph, 127.91 kts Take Off Weight: 30.9 kg, 68.12 lb "
18221,Avanti,,2017-08-30,,I (Internal Combustion & Jet),"Distance: 45.23 km, 28.1 mi, 24.42 nm "
18222,Avanti,,2017-08-30,236.89,,"Speed: 236.89 kmh, 147.2 mph, 127.91 kts Take Off Weight: 30.9 kg, 68.12 lb "
18223,Phenom 300,,2018-04-21,,III (Jet),"Speed: 678.18 kmh, 421.4 mph, 366.19 kts "
18224,PA-28-180 Cherokee,,2018-05-27,,I (Internal Combustion),"Speed: 195.52 kmh, 121.49 mph, 105.57 kts "
18225,Duchess,,2018-06-10,,I (Internal Combustion),"Speed: 264.83 kmh, 164.56 mph, 143 kts "
18226,Duchess,,2018-06-10,,I (Internal Combustion),"Speed: 222.581 kmh, 138.31 mph, 120.18 kts "
18227,747-8,747-8,2018-05-13,,,"Speed: 790.565 kmh, 491.23 mph, 426.87 kts "
18228,GVII-G500,GVII-G500,2018-04-22,,III (Jet),"Speed: 977.31 kmh, 607.27 mph, 527.71 kts "
18229,GVII-G500,GVII-G500,2018-04-21,,III (Jet),"Speed: 928.48 kmh, 576.93 mph, 501.34 kts "
18230,RV-9A,RV-9A,2018-06-02,,I (Internal Combustion),"Speed: 245.217 kmh, 152.37 mph, 132.41 kts "
18231,G650ER,G650,2018-05-13,,III (Jet),"Speed: 866.459 kmh, 538.39 mph, 467.85 kts "
18232,GVII-G500,GVII-G500,2018-05-06,,III (Jet),"Speed: 894.34 kmh, 555.72 mph, 482.9 kts "
18233,GVII-G500,GVII-G500,2018-05-11,,III (Jet),"Speed: 751.138 kmh, 466.74 mph, 405.58 kts "
18234,HA-420,HA-420,2018-05-25,,III (Jet),"Speed: 683.489 kmh, 424.7 mph, 369.05 kts "
18235,747-400,747-400,2018-05-26,,,"Speed: 867.735 kmh, 539.19 mph, 468.54 kts "
18236,GVII-G500,GVII-G500,2018-05-21,,III (Jet),"Speed: 835.47 kmh, 519.14 mph, 451.12 kts "
18237,GVII-G500,GVII-G500,2018-06-11,,III (Jet),"Speed: 863.026 kmh, 536.26 mph, 466 kts "
18238,GVII-G500,GVII-G500,2018-06-11,,III (Jet),"Speed: 768.47 kmh, 477.51 mph, 414.94 kts "
18239,Phenom 300,,2018-07-11,,III (Jet),"Speed: 684.225 kmh, 425.16 mph, 369.45 kts "
18240,Phenom 300,,2018-07-11,,III (Jet),"Speed: 555.51 kmh, 345.18 mph, 299.95 kts "
18241,A330,330,2018-07-05,,,"Speed: 931.339 kmh, 578.71 mph, 502.88 kts "
18242,GVII-G500,GVII-G500,2018-06-01,,III (Jet),"Speed: 881.06 kmh, 547.47 mph, 475.73 kts "
18243,GVII-G600,GVII-G600,2018-07-21,,III (Jet),"Speed: 854.777 kmh, 531.13 mph, 461.54 kts "
18244,GVII-G600,GVII-G600,2018-07-13,,III (Jet),"Speed: 929.89 kmh, 577.81 mph, 502.1 kts "
18245,GVII-G600,GVII-G600,2018-06-02,,III (Jet),"Speed: 911.74 kmh, 566.53 mph, 492.3 kts "
18246,Falcon 8X,,2018-06-22,,III (Jet),"Speed: 942.44 kmh, 585.61 mph, 508.88 kts "
18247,GVII-G600,GVII-G600,2018-05-25,,III (Jet),"Speed: 934.70 kmh, 580.8 mph, 504.7 kts "
18248,G280,280,2018-05-26,,III (Jet),"Speed: 884.276 kmh, 549.46 mph, 477.47 kts "
18249,BD-700 Global 6000,,2018-06-09,,III (Jet),"Speed: 826.11 kmh, 513.32 mph, 446.06 kts "
18250,BD-700 Global 6000,,2018-06-03,,III (Jet),"Speed: 861.176 kmh, 535.11 mph, 465 kts "
18251,GVII-G500,GVII-G500,2018-05-24,,III (Jet),"Speed: 781.466 kmh, 485.58 mph, 421.96 kts "
18252,Falcon 8X,,2018-07-06,,III (Jet),"Speed: 805.81 kmh, 500.71 mph, 435.1 kts "
18253,G650ER,G650,2018-06-22,,III (Jet),"Speed: 882.416 kmh, 548.31 mph, 476.47 kts "
18254,Harmon Rocket IIA,,2018-04-19,,I (Internal Combustion),Time to Climb: 1m 39.6s 
18255,GVII-G500,GVII-G500,2018-07-13,,III (Jet),"Speed: 934.237 kmh, 580.51 mph, 504.45 kts "
18256,182,182,2018-09-15,,I (Internal Combustion),"Speed: 205.93 kmh, 127.96 mph, 111.19 kts "
18257,,,2018-06-30,,,"Other: 4 formations, 42 skydivers"
18352,G650ER,G650,2019-03-30,,III (Jet),"Speed: 960.89 kmh, 597.07 mph, 518.84 kts "
18353,42A,42A,2019-03-17,,,"Distance: 584.9 km, 363.44 mi, 315.82 nm "
18354,42A,42A,2019-03-17,,,"Distance: 584.9 km, 363.44 mi, 315.82 nm "
18355,42A,42A,2019-03-17,,,"Distance: 584.9 km, 363.44 mi, 315.82 nm "
18356,14A,14A,2019-01-19,,,"Distance: 98.4 km, 61.14 mi, 53.13 nm "
18357,14A,14A,2019-01-19,,,"Distance: 98.4 km, 61.14 mi, 53.13 nm "
18358,14A,14A,2019-01-19,,,"Alt: 3149m, 10331.4ft "
18359,14A,14A,2019-01-19,,,"Alt: 3149m, 10331.4ft "
18360,14A,14A,2019-01-19,,,"Distance: 98.4 km, 61.14 mi, 53.13 nm "
18361,G280,280,2019-03-27,,III (Jet),"Speed: 903.08 kmh, 561.15 mph, 487.62 kts "
18362,Falcon 8X,,2019-04-24,,III (Jet),"Speed: 883.586 kmh, 549.03 mph, 477.1 kts "
18363,GVII-G500,GVII-G500,2019-04-07,,III (Jet),"Speed: 755.59 kmh, 469.5 mph, 407.99 kts "
18364,GVII-G500,GVII-G500,2019-04-07,,III (Jet),"Speed: 844.68 kmh, 524.86 mph, 456.09 kts "
18365,EnZo 3,,2018-11-30,,,"Distance: 383.8 km, 238.48 mi, 207.24 nm "
18366,EnZo 3,,2018-11-30,,,"Distance: 383.8 km, 238.48 mi, 207.24 nm "
18367,,,2018-12-12,,,"Distance: 465.33 km, 289.14 mi, 251.26 nm "
18368,,,2019-03-30,,,"Distance: 102.28 km, 63.55 mi, 55.23 nm "
18369,G550,G50,2019-04-19,,III (Jet),"Speed: 878.65 kmh, 545.97 mph, 474.43 kts "
18370,Legacy 500,,2019-05-14,,III (Jet),"Speed: 795.00 kmh, 493.99 mph, 429.27 kts "
18371,Legacy 500,,2019-05-14,,III (Jet),"Speed: 705.58 kmh, 438.43 mph, 380.98 kts "
18372,GVII-G500,GVII-G500,2019-05-19,,III (Jet),"Speed: 894.22 kmh, 555.64 mph, 482.84 kts "
18373,LAK-17 MINI FES,LAK-17B FES MINI,2018-07-24,102.68,,"Speed: 102.68 kmh, 63.8 mph, 55.44 kts"
18374,Qubik,,2019-03-23,,,"Distance: 309.93 km, 192.58 mi, 167.35 nm "
18375,G280,280,2019-05-19,,III (Jet),"Speed: 869.35 kmh, 540.19 mph, 469.41 kts "
18376,Aerostar 601P,,2019-05-15,512.19,I (Internal Combustion),"Speed: 512.19 kmh, 318.26 mph, 276.56 kts "
18377,G650ER,G650,2019-06-02,,III (Jet),"Speed: 896.435 kmh, 557.02 mph, 484.04 kts "
18378,G280,280,2019-07-01,,III (Jet),"Speed: 847.057 kmh, 526.34 mph, 457.37 kts "
18379,EnZo 3,,2019-05-01,,,"Distance: 263.93 km, 164 mi, 142.51 nm "
18380,182,182,2019-05-19,,I (Internal Combustion),"Speed: 254.49 kmh, 158.13 mph, 137.41 kts "
18381,182,182,2019-05-17,,I (Internal Combustion),"Speed: 300.83 kmh, 186.93 mph, 162.44 kts "
18382,R66 Turbine,,2019-03-03,,II (Turbine),"Speed: 17.94 kmh, 11.15 mph, 9.69 kts "
18383,R66 Turbine,,2019-01-31,,II (Turbine),"Speed: 9.26 kmh, 5.75 mph, 5 kts "
18384,R66 Turbine,,2019-03-03,,II (Turbine),"Speed: 12.20 kmh, 7.58 mph, 6.59 kts "
18385,Super ES,,2019-06-01,,I (Internal Combustion),"Speed: 304.193 kmh, 189.02 mph, 164.25 kts "
18386,TBM 700,TBM 700,2019-03-09,,II (Turboprop),"Speed: 676.39 kmh, 420.29 mph, 365.22 kts "
18387,Phenom 300,,2019-07-14,,III (Jet),"Speed: 675.23 kmh, 419.57 mph, 364.6 kts "
18388,GVII-G600,GVII-G600,2019-07-15,,III (Jet),"Speed: 814.98 kmh, 506.41 mph, 440.05 kts "
18389,Challenger 350,,2019-07-05,,III (Jet),"Speed: 701.927 kmh, 436.16 mph, 379.01 kts "
18390,200B,200B,2019-07-16,,I (Internal Combustion),"Speed: 321.548 kmh, 199.8 mph, 173.62 kts "
18391,Bion 2,,2019-06-02,,,"Distance: 233.23 km, 144.92 mi, 125.93 nm "
