RecordID,ReportedModel,ModelVariantName,DateSet,SpeedKph,Sponsor,Description
6610,B1 WP209,,1955-07-13,,,"Speed: 834.21 kmh, 518.35 mph, 450.44 kts "
6611,Challenger 601,,1984-07-23,,,"Speed: 759.6 kmh, 471.99 mph, 410.15 kts "
6612,III,III,1982-01-09,,III (Jet),"Speed: 828.04 kmh, 514.52 mph, 447.11 kts "
6613,F8F Bearcat,,1994-08-03,,,"Speed: 645.7 kmh, 401.22 mph, 348.65 kts "
6614,208 Caravan,,1996-05-16,,,"Speed: 268.3 kmh, 166.71 mph, 144.87 kts "
6615,An-124,A-12,1990-12-04,,,"Speed: 676.88 kmh, 420.59 mph, 365.49 kts "
6616,Bonanza F33A,,1984-02-28,,,"Speed: 366.35 kmh, 227.64 mph, 197.81 kts "
6617,II,II,1975-02-27,,,"Speed: 929.89 kmh, 577.81 mph, 502.1 kts"
6618,Bonanza F33A,,1984-02-21,,,"Speed: 355.5 kmh, 220.9 mph, 191.95 kts "
6619,Bonanza F33A,,1984-02-28,,,"Speed: 307.94 kmh, 191.35 mph, 166.27 kts "
6620,Bonanza F33A,,1984-02-21,,,"Speed: 352.01 kmh, 218.73 mph, 190.07 kts "
6621,282-40 Sabreliner,,1963-10-26,,,"Speed: 806.23 kmh, 500.97 mph, 435.33 kts "
6622,282-40 Sabreliner,,1963-10-26,,,"Speed: 759.24 kmh, 471.77 mph, 409.96 kts "
6623,172,172,2000-08-15,,,"Speed: 16.13 kmh, 10.02 mph, 8.71 kts "
6624,PA-32R-301,PA-32R-301,1993-11-07,,,"Speed: 323.97 kmh, 201.31 mph, 174.93 kts "
6625,DC-9-41,DC-9-41,1985-05-17,,,"Speed: 789.51 kmh, 490.58 mph, 426.3 kts "
6626,SR-71 ,SR-1,1990-03-06,,,"Speed: 3524.38 kmh, 2189.95 mph, 1903.01 kts "
6627,DC-10,DC-1,1971-06-02,,,"Speed: 910.5 kmh, 565.76 mph, 491.63 kts "
6628,Sabreliner,,1986-08-22,,,"Speed: 921.24 kmh, 572.43 mph, 497.43 kts "
6629,252 TSE,,1987-01-07,,,"Speed: 615.96 kmh, 382.74 mph, 332.59 kts "
6630,Falcon 2000,,2002-11-08,,,"Speed: 816.43 kmh, 507.31 mph, 440.84 kts "
6631,VC-137,VC-1,1963-05-21,,,"Speed: 803.86 kmh, 499.5 mph, 434.05 kts "
6632,VC-137,VC-1,1963-05-21,,,"Speed: 813.42 kmh, 505.44 mph, 439.21 kts "
6633,VC-137,VC-1,1963-05-21,,,"Speed: 809.53 kmh, 503.02 mph, 437.11 kts "
6634,VC-137,VC-1,1963-05-21,,,"Speed: 807.34 kmh, 501.66 mph, 435.93 kts "
6635,VC-137,VC-1,1963-05-21,,,"Speed: 799.29 kmh, 496.66 mph, 431.58 kts "
6636,208 Caravan,,1996-05-13,,,"Speed: 291.16 kmh, 180.92 mph, 157.21 kts "
6637,208 Caravan,,1996-05-13,,,"Speed: 304.83 kmh, 189.41 mph, 164.6 kts "
6638,421B,421B,1997-09-13,,,"Speed: 318.49 kmh, 197.9 mph, 171.97 kts "
6639,Concorde,,1999-10-30,,,"Speed: 1512.09 kmh, 939.57 mph, 816.46 kts "
6640,Concorde,,1990-03-19,,,"Speed: 1331.01 kmh, 827.05 mph, 718.69 kts "
6641,Concorde,,1999-10-30,,,"Speed: 849.83 kmh, 528.06 mph, 458.87 kts "
6642,Concorde,,1985-02-16,,,"Speed: 837.67 kmh, 520.5 mph, 452.31 kts "
6643,Concorde,,1985-02-15,,,"Speed: 940.39 kmh, 584.33 mph, 507.77 kts "
6644,36,36,1984-07-26,,,"Speed: 714.96 kmh, 444.26 mph, 386.05 kts "
6645,IV,IV,1988-02-28,,,"Speed: 929.88 kmh, 577.8 mph, 502.1 kts "
6646,IV,IV,1988-02-27,,,"Speed: 1079.29 kmh, 670.64 mph, 582.77 kts "
6647,747SP,,1988-01-30,,,"Speed: 1094.85 kmh, 680.31 mph, 591.17 kts "
6648,V,V,1998-01-11,,,"Speed: 770.11 kmh, 478.52 mph, 415.83 kts "
6649,III,III,1983-11-18,,,"Speed: 661.18 kmh, 410.84 mph, 357.01 kts "
6650,III,III,1983-11-18,,,"Speed: 763.2 kmh, 474.23 mph, 412.1 kts "
6651,IV,IV,2003-06-21,,,"Speed: 762.79 kmh, 473.98 mph, 411.87 kts "
6652,V,V,1998-02-20,,,"Speed: 825.65 kmh, 513.04 mph, 445.82 kts "
6653,BD-700 Global Express,,1999-09-19,,,"Speed: 922.92 kmh, 573.48 mph, 498.34 kts "
6654,1125 Astra SPX,,2001-08-31,,,"Speed: 806.99 kmh, 501.44 mph, 435.74 kts "
6655,BD-700 Global Express,,1999-05-13,,,"Speed: 826.69 kmh, 513.68 mph, 446.38 kts "
6656,V,V,2000-07-03,,,"Speed: 861.98 kmh, 535.61 mph, 465.43 kts "
6657,,,1987-10-02,,,"Speed: 301.32 kmh, 187.23 mph, 162.7 kts "
6658,Lance,,1988-01-08,,,"Speed: 329.04 kmh, 204.46 mph, 177.67 kts "
6659,Lance,,1988-02-02,,,"Speed: 274.68 kmh, 170.68 mph, 148.32 kts "
6660,Lance,,1987-08-11,,,"Speed: 333.36 kmh, 207.14 mph, 180 kts "
6661,Lance,,1987-12-16,,,"Speed: 323.31 kmh, 200.9 mph, 174.57 kts "
6662,Lance,,1988-03-14,,,"Speed: 278.64 kmh, 173.14 mph, 150.45 kts "
6663,Lance,,1987-12-18,,,"Speed: 293.4 kmh, 182.31 mph, 158.42 kts "
6664,Lance,,1988-01-18,,,"Speed: 290.6 kmh, 180.57 mph, 156.91 kts "
6665,Lance,,1987-07-29,,,"Speed: 302.76 kmh, 188.13 mph, 163.48 kts "
6666,421B,421B,1997-09-05,,,"Speed: 356.95 kmh, 221.8 mph, 192.74 kts "
6667,Bonanza F33A,,1984-02-20,,,"Speed: 148.72 kmh, 92.41 mph, 80.3 kts "
6668,Bonanza F33A,,1984-02-20,,,"Speed: 176.72 kmh, 109.81 mph, 95.42 kts "
6669,Bonanza F33A,,1984-02-20,,,"Speed: 178.9 kmh, 111.16 mph, 96.6 kts "
6670,Bonanza F33A,,1984-02-20,,,"Speed: 207.61 kmh, 129 mph, 112.1 kts "
6671,Bonanza F33A,,1984-02-20,,,"Speed: 260.13 kmh, 161.64 mph, 140.46 kts "
6672,IV,IV,1993-03-03,,,"Speed: 933.22 kmh, 579.88 mph, 503.9 kts "
6673,B-58A Hustler,,1963-10-16,,,"Speed: 1759.73 kmh, 1093.45 mph, 950.18 kts "
6674,C-135,EC-135,1985-10-04,,,"Speed: 512.64 kmh, 318.54 mph, 276.8 kts "
6675,B-58A Hustler,,1963-10-16,,,"Speed: 1173.61 kmh, 729.25 mph, 633.7 kts "
6676,BD-700 Global Express,,2002-04-26,,,"Speed: 915.19 kmh, 568.67 mph, 494.16 kts "
6677,B-52H Stratofortress,,1962-01-11,,,"Speed: 885.26 kmh, 550.08 mph, 478 kts "
6678,III,III,1984-02-15,,,"Speed: 1085.6 kmh, 674.56 mph, 586.18 kts "
6679,IV,IV,1992-03-05,,,"Speed: 880.01 kmh, 546.81 mph, 475.17 kts "
6680,B-58A Hustler,,1963-10-16,,,"Speed: 1114.81 kmh, 692.71 mph, 601.95 kts "
6681,V,V,2002-11-07,,,"Speed: 1036.19 kmh, 643.86 mph, 559.5 kts "
6682,B-52H Stratofortress,,1962-01-11,,,"Speed: 529.12 kmh, 328.78 mph, 285.7 kts "
6683,BD-700 Global Express,,1999-05-14,,,"Speed: 911.29 kmh, 566.25 mph, 492.06 kts "
6684,V,V,1997-08-22,,,"Speed: 835.5 kmh, 519.16 mph, 451.13 kts "
6685,G550,G50,2003-11-10,,,"Speed: 952.43 kmh, 591.81 mph, 514.27 kts "
6686,V,V,1999-06-10,,,"Speed: 781.18 kmh, 485.4 mph, 421.8 kts "
6687,IV,IV,1992-03-05,,,"Speed: 895.35 kmh, 556.34 mph, 483.45 kts "
6688,B-52H Stratofortress,,1962-01-11,,,"Speed: 884.11 kmh, 549.36 mph, 477.38 kts "
6689,BD-700 Global Express,,1999-05-09,,,"Speed: 909.75 kmh, 565.29 mph, 491.23 kts "
6690,V,V,2002-03-05,,,"Speed: 913.38 kmh, 567.55 mph, 493.19 kts "
6691,DC-8-61,DC-8-61,1966-08-18,,,"Speed: 820.95 kmh, 510.11 mph, 443.28 kts "
6692,Falcon 2000,,2002-11-08,,,"Speed: 759.02 kmh, 471.63 mph, 409.84 kts "
6693,Falcon 2000,,2002-11-08,,,"Speed: 833.08 kmh, 517.65 mph, 449.83 kts "
6694,RV-6,RV-6,1998-11-14,,,"Speed: 180.29 kmh, 112.03 mph, 97.35 kts "
6695,Dash 8 Q400,,2000-10-10,,,"Speed: 619.63 kmh, 385.02 mph, 334.57 kts "
6696,RV-6,RV-6,1998-08-22,,,"Speed: 309.71 kmh, 192.44 mph, 167.23 kts "
6697,RV-6,RV-6,1998-11-14,,,"Speed: 204.76 kmh, 127.23 mph, 110.56 kts "
6698,RV-6,RV-6,1998-11-14,,,"Speed: 179.65 kmh, 111.63 mph, 97 kts "
6699,A330-222,A310-222,1998-03-21,,,"Speed: 787.62 kmh, 489.4 mph, 425.28 kts "
6700,421B,421B,1997-09-20,,,"Speed: 309.38 kmh, 192.24 mph, 167.05 kts "
6701,C-141A ,C-141A,1978-12-15,,,"Speed: 782.64 kmh, 486.31 mph, 422.59 kts "
6702,III,III,1983-11-18,,,"Speed: 743.04 kmh, 461.7 mph, 401.21 kts "
6703,III,III,1983-11-18,,,"Speed: 658.8 kmh, 409.36 mph, 355.72 kts "
6704,36,36,1984-07-24,,,"Speed: 714.24 kmh, 443.81 mph, 385.66 kts "
6705,Cherokee,,1988-08-15,,,"Speed: 66.61 kmh, 41.39 mph, 35.97 kts "
6706,208 Caravan,,1996-05-05,,,"Speed: 254.08 kmh, 157.88 mph, 137.19 kts "
6707,V,V,2000-06-28,,,"Speed: 766.13 kmh, 476.05 mph, 413.68 kts "
6708,208 Caravan,,1996-05-13,,,"Speed: 347.09 kmh, 215.67 mph, 187.41 kts "
6709,Aerostar,,1988-05-17,,,"Speed: 434.16 kmh, 269.77 mph, 234.43 kts "
6710,Citation Eagle XP,,1992-02-29,,,"Speed: 607.67 kmh, 377.59 mph, 328.12 kts "
6711,750 Citation X,,1995-05-11,,,"Speed: 958.22 kmh, 595.41 mph, 517.4 kts "
6712,Concorde,,1999-10-24,,,"Speed: 1595.75 kmh, 991.55 mph, 861.64 kts "
6713,Concorde,,1999-11-14,,,"Speed: 965.43 kmh, 599.89 mph, 521.29 kts "
6714,Concorde,,1999-11-14,,,"Speed: 909.16 kmh, 564.93 mph, 490.91 kts "
6715,172,172,2000-07-31,,,"Speed: 93.19 kmh, 57.91 mph, 50.32 kts "
6716,310,310,1992-07-01,,,"Speed: 350.14 kmh, 217.57 mph, 189.06 kts "
6717,140,140,1995-09-21,,,"Speed: 20.92 kmh, 13 mph, 11.3 kts "
6718,172Q,172Q,2000-06-03,,,"Speed: 232.5 kmh, 144.47 mph, 125.54 kts "
6719,172N,172N,2000-08-02,,,"Speed: 53.51 kmh, 33.25 mph, 28.89 kts "
6720,RV-6,RV-6,1999-06-04,,,"Speed: 209.09 kmh, 129.92 mph, 112.9 kts "
6721,RV-6,RV-6,1999-06-04,,,"Speed: 253.74 kmh, 157.67 mph, 137.01 kts "
6722,747-200 ER,767-200ER,1984-06-01,,,"Speed: 870.79 kmh, 541.08 mph, 470.19 kts "
6723,Jetstar,,1962-04-22,,,"Speed: 577.62 kmh, 358.92 mph, 311.89 kts "
6724,Jetstar,,1962-04-22,,,"Speed: 767.07 kmh, 476.64 mph, 414.18 kts "
6725,Canberra T.Mk.4,,1958-02-22,,,"Speed: 791.69 kmh, 491.93 mph, 427.48 kts "
6726,III,III,1996-04-27,,,"Speed: 328.62 kmh, 204.2 mph, 177.44 kts "
6727,V,V,1997-11-13,,,"Speed: 895.59 kmh, 556.49 mph, 483.58 kts "
6728,Jetstar,,1962-04-22,,,"Speed: 800.68 kmh, 497.52 mph, 432.33 kts "
6729,310,310,1992-06-15,,,"Speed: 290.71 kmh, 180.64 mph, 156.97 kts "
6730,P-51D ,P-51D,1947-11-25,,,"Speed: 506.09 kmh, 314.47 mph, 273.27 kts "
6731,1125 Astra SPX,,1996-11-12,,,"Speed: 693.31 kmh, 430.8 mph, 374.36 kts "
6732,Concorde,,1986-09-17,,,"Speed: 1712.49 kmh, 1064.09 mph, 924.67 kts "
6733,B-52H Stratofortress,,1962-01-10,,,"Speed: 922.35 kmh, 573.12 mph, 498.03 kts "
6734,VC-137,VC-1,1963-05-19,,,"Speed: 948.13 kmh, 589.14 mph, 511.95 kts "
6735,Jetstar,,1962-04-22,,,"Speed: 757.8 kmh, 470.88 mph, 409.18 kts "
6736,III,III,1984-02-14,,,"Speed: 749.51 kmh, 465.72 mph, 404.7 kts "
6737,VC-137,VC-1,1963-05-19,,,"Speed: 948.13 kmh, 589.14 mph, 511.95 kts "
6738,B-58 Hustler ,,1961-05-26,,,"Speed: 1687.69 kmh, 1048.68 mph, 911.28 kts "
6739,Jetstar,,1962-04-22,,,"Speed: 583.99 kmh, 362.87 mph, 315.33 kts "
6740,VC-137,VC-1,1963-05-19,,,"Speed: 940.77 kmh, 584.57 mph, 507.98 kts "
6741,DH.88 Comet,,1938-03-20,,,"Speed: 134.3 kmh, 83.45 mph, 72.52 kts "
6742,750 Citation X,,1995-06-06,,,"Speed: 944.41 kmh, 586.83 mph, 509.94 kts "
6743,60,60,1995-06-07,,,"Speed: 770.59 kmh, 478.82 mph, 416.09 kts "
6744,II-SP,,2003-12-15,,,"Speed: 1054.01 kmh, 654.93 mph, 569.12 kts "
6745,BD-700 Global Express,,1997-06-12,,,"Speed: 895.28 kmh, 556.3 mph, 483.41 kts "
6746,Aerostar,,1989-05-19,,,"Speed: 341.64 kmh, 212.29 mph, 184.47 kts "
6747,310,310,1992-06-28,,,"Speed: 317.14 kmh, 197.06 mph, 171.24 kts "
6748,310,310,1992-06-28,,,"Speed: 236.97 kmh, 147.25 mph, 127.95 kts "
6749,310,310,1992-06-30,,,"Speed: 118.04 kmh, 73.35 mph, 63.74 kts "
6750,C-135C 61-2669,,1985-10-03,,,"Speed: 512.75 kmh, 318.61 mph, 276.86 kts "
6751,201,201,1991-11-09,,,"Speed: 254.8 kmh, 158.33 mph, 137.58 kts "
6752,252TSE,,1987-03-07,,,"Speed: 405 kmh, 251.66 mph, 218.68 kts "
6753,Canberra,,1952-08-26,,,"Speed: 663.04 kmh, 411.99 mph, 358.01 kts "
6754,II Special,,1998-08-29,,,"Speed: 70.95 kmh, 44.09 mph, 38.31 kts "
6755,Concorde,,1986-04-08,,,"Speed: 537.79 kmh, 334.17 mph, 290.38 kts "
6756,Concorde,,1985-03-29,,,"Speed: 625.55 kmh, 388.7 mph, 337.77 kts "
6757,Meteor MK F8,,1950-04-04,,,"Speed: 770.2 kmh, 478.58 mph, 415.87 kts "
6758,Canberra PR.Mk.7,,1955-08-23,,,"Speed: 774.94 kmh, 481.53 mph, 418.43 kts "
6759,Concorde,,1985-02-16,,,"Speed: 551.03 kmh, 342.39 mph, 297.53 kts "
6760,B-58 Hustler ,,1962-03-05,,,"Speed: 1681.71 kmh, 1044.97 mph, 908.05 kts "
6761,Pelican GS,,1996-06-26,,,"Speed: 137.49 kmh, 85.43 mph, 74.24 kts "
6762,Citation X,,1997-09-13,,,"Speed: 876.66 kmh, 544.73 mph, 473.36 kts "
6763,RV-6,RV-6,1998-08-22,,,"Speed: 193.42 kmh, 120.19 mph, 104.44 kts "
6764,140,140,1995-09-21,,,"Speed: 20.92 kmh, 13 mph, 11.3 kts "
6765,P.180 Avanti,,2003-02-06,,II (Turboprop),"Speed: 880.01 kmh, 546.81 mph, 475.17 kts "
6766,SR-71,SR-1,1990-03-06,,III (Jet),"Speed: 3419.06 kmh, 2124.51 mph, 1846.14 kts "
6767,X-15-1,S-15-1,1962-07-17,,IV (Rocket),"Alt: 82190m, 269652.2ft "
6769,S.O. 9050 Trident,,1958-05-02,,IV (Rocket),"Alt: 24217m, 79452.1ft "
6770,Pfledge,,1990-10-24,,IV (Rocket),Other: 122 feet
6771,Pfledge,,1990-10-24,,IV (Rocket),Other: 122 feet
6772,Pfledge,,1990-10-24,,IV (Rocket),"Alt: 50.29m, 165ft "
6773,767-300,767-300,2006-03-17,,,"Speed: 877.30 kmh, 545.13 mph, 473.7 kts "
6774,747-400,747-400,2006-03-18,,,"Speed: 885.35 kmh, 550.13 mph, 478.05 kts "
6775,A320,320,2006-03-14,,,"Speed: 982.13 kmh, 610.27 mph, 530.31 kts "
6776,S-10,S-10,1972-08-12,,,"Distance: 28.33 km, 17.6 mi, 15.3 nm "
6777,LBL-31,LB-1,2005-09-29,,,"Distance: 91.08 km, 56.59 mi, 49.18 nm "
6778,LBL-31,LB-1,2005-09-29,,,Duration: 4h 2m 55s 
6779,Firefly,,1994-02-19,,,"Distance: 736.79 km, 457.82 mi, 397.83 nm "
6780,Firefly,,1994-02-19,,,"Distance: 736.79 km, 457.82 mi, 397.83 nm "
6781,Firefly,,1994-02-19,,,"Distance: 736.79 km, 457.82 mi, 397.83 nm "
6782,Firefly,,1994-02-19,,,"Distance: 736.79 km, 457.82 mi, 397.83 nm "
6783,Firefly,,1994-02-19,,,"Distance: 736.79 km, 457.82 mi, 397.83 nm "
6784,Firefly,,1994-02-19,,,"Distance: 736.79 km, 457.82 mi, 397.83 nm "
6785,Firefly,,1994-02-19,,,"Distance: 736.79 km, 457.82 mi, 397.83 nm "
6786,Firefly,,1994-02-19,,,"Distance: 736.79 km, 457.82 mi, 397.83 nm "
6787,Firefly,,1994-02-19,,,"Distance: 736.79 km, 457.82 mi, 397.83 nm "
6788,NL-510/STU,NL-510/STU,2001-10-07,,,"Distance: 789.78 km, 490.75 mi, 426.45 nm "
6789,NL-510/STU,NL-510/STU,2001-10-07,,,"Distance: 789.78 km, 490.75 mi, 426.45 nm "
6790,NL-510/STU,NL-510/STU,2001-10-07,,,Duration: 23h 17m 
6791,NL-510/STU,NL-510/STU,2001-10-07,,,Duration: 23h 17m 
6792,AA-1000,A-1000,1995-10-10,,,"Distance: 2331.17 km, 1448.52 mi, 1258.73 nm "
6793,AA-1000,A-1000,1995-10-11,,,"Distance: 2331.17 km, 1448.52 mi, 1258.73 nm "
6794,AA-1000,A-1000,1995-10-12,,,"Distance: 2331.17 km, 1448.52 mi, 1258.73 nm "
6795,AA-1000,A-1000,1995-10-13,,,"Distance: 2331.17 km, 1448.52 mi, 1258.73 nm "
6796,AA-1000,A-1000,1995-10-10,,,"Distance: 2331.17 km, 1448.52 mi, 1258.73 nm "
6797,AA-1000,A-1000,1995-10-10,,,"Distance: 2331.17 km, 1448.52 mi, 1258.73 nm "
6798,AA-1000,A-1000,1995-10-10,,,"Distance: 2331.17 km, 1448.52 mi, 1258.73 nm "
6799,AA-1000,A-1000,1995-10-10,,,"Distance: 2331.17 km, 1448.52 mi, 1258.73 nm "
6800,AA-1000,A-1000,1995-10-10,,,"Distance: 2331.17 km, 1448.52 mi, 1258.73 nm "
6801,AA-1000,A-1000,1995-10-10,,,"Distance: 2331.17 km, 1448.52 mi, 1258.73 nm "
6802,AA-1000,A-1000,1995-10-10,,,Duration: 60h 12m 
6803,AA-1000,A-1000,1995-10-10,,,Duration: 60h 12m 
6804,AA-1000,A-1000,1995-10-10,,,Duration: 60h 12m 
6805,AA-1000,A-1000,1995-10-10,,,Duration: 60h 12m 
6806,AA-1000,A-1000,1995-10-10,,,Duration: 60h 12m 
6807,AA-1000,A-1000,1995-10-10,,,Duration: 60h 12m 
6808,AA-1000,A-1000,1995-10-10,,,Duration: 60h 12m 
6809,AA-1000,A-1000,1995-10-10,,,Duration: 60h 12m 
6810,AA-1000,A-1000,1995-10-10,,,Duration: 60h 12m 
6811,AA-1000,A-1000,1995-10-10,,,Duration: 60h 12m 
6812,LBL-210 A,,2000-05-21,,,Duration: 19h 7m 55s 
6813,LBL-210 A,,2000-05-21,,,Duration: 19h 7m 55s 
6814,LBL-210 A,,2000-05-21,,,Duration: 19h 7m 55s 
6815,LBL-210 A,,2000-05-21,,,Duration: 19h 7m 55s 
6816,LBL-210 A,,2000-05-21,,,Duration: 19h 7m 55s 
6817,LBL-210 A,,2000-05-21,,,Duration: 19h 7m 55s 
6818,BP-31,BP-1,1939-05-13,,,Duration: 22h 40m 
6819,N-56,N-56,1997-08-22,,,Duration: 12h 18m 
6820,Cloudhopper,,1994-06-05,,,"Distance: 59.57 km, 37.02 mi, 32.17 nm "
6821,,,1953-05-08,,,"Distance: 511.98 km, 318.13 mi, 276.45 nm "
6822,S-50A,S-50A,1974-03-23,,,Duration: 11h 10m 
6823,S-50A,S-50A,1974-03-23,,,"Distance: 366.99 km, 228.04 mi, 198.16 nm "
6824,Rally,,1996-02-04,,,Duration: 15h 11m 
6825,Rally,,1996-02-04,,,Duration: 15h 11m 
6826,Rally,,1996-02-04,,,Duration: 15h 11m 
6827,Rally,,1996-02-04,,,Duration: 15h 11m 
6828,Rally,,1996-02-04,,,Duration: 15h 11m 
6829,Rally,,1996-02-04,,,Duration: 15h 11m 
6830,Rally,,1996-02-04,,,Duration: 15h 11m 
6831,Rally,,1996-02-04,,,Duration: 15h 11m 
6832,Rally,,1996-02-04,,,Duration: 15h 11m 
6833,31A,31A,1998-01-24,,,"Distance: 74.74 km, 46.44 mi, 40.36 nm "
6834,Firefly 18,,1965-09-03,,,"Alt: 2978m, 9770.3ft "
6835,K780,,1975-07-31,,,"Alt: 6176m, 20262.5ft "
6836,K780,,1975-07-31,,,"Alt: 6176m, 20262.5ft "
6837,K780,,1975-07-13,,,"Alt: 6176m, 20262.5ft "
6838,K780,,1975-07-31,,,"Alt: 6176m, 20262.5ft "
6839,K780,,1975-07-31,,,"Alt: 6176m, 20262.5ft "
6840,K780,,1975-07-31,,,"Alt: 6176m, 20262.5ft "
6841,K780,,1975-07-31,,,"Alt: 6176m, 20262.5ft "
6842,K780,,1975-07-31,,,"Alt: 6176m, 20262.5ft "
6843,K780,,1975-07-31,,,"Alt: 6176m, 20262.5ft "
6844,K780,,1975-07-31,,,"Alt: 6176m, 20262.5ft "
6845,Rally,,1994-08-19,,,"Alt: 9954m, 32657.5ft "
6846,Rally,,1994-08-19,,,"Alt: 9954m, 32657.5ft "
6847,Rally,,1994-08-19,,,"Alt: 9954m, 32657.5ft "
6848,Rally,,1994-08-19,,,"Alt: 9954m, 32657.5ft "
6849,Rally,,1994-08-19,,,"Alt: 9954m, 32657.5ft "
6850,Rally,,1994-08-19,,,"Alt: 9954m, 32657.5ft "
6851,Rally,,1994-08-19,,,"Alt: 9954m, 32657.5ft "
6852,Rally,,1994-08-19,,,"Alt: 9954m, 32657.5ft "
6853,Rally,,1994-08-19,,,"Alt: 9954m, 32657.5ft "
6854,AX-1,AX-1,1978-07-29,,,"Alt: 143.95m, 472.3ft "
6855,AX-1,AX-1,1978-07-29,,,"Distance: 4.81 km, 2.99 mi, 2.6 nm "
6856,S-10,S-10,1972-08-12,,,"Distance: 28.33 km, 17.6 mi, 15.3 nm "
6863,Firefly 5,,1979-12-08,,,"Alt: 9540m, 31299.2ft "
6864,Firefly 5,,1979-12-08,,,"Alt: 9540m, 31299.2ft "
6865,,,1980-03-02,,,"Alt: 3858m, 12657.5ft "
6866,,,1983-01-16,,,Duration: 1h 11m 12s 
6867,XP-3011,,2001-02-26,,,"Distance: 288.29 km, 179.14 mi, 155.66 nm "
6868,XP-3011,,2001-02-26,,,Duration: 9h 32m 
6869,LBL-14M,,1998-11-04,,,"Alt: 6866m, 22526.2ft "
6870,LBL-14M,,1998-11-04,,,"Alt: 6866m, 22526.2ft "
6871,LBL-14M,,1998-11-04,,,"Alt: 6866m, 22526.2ft "
6872,LBL-14M,,1998-11-04,,,"Alt: 6866m, 22526.2ft "
6873,LBL-14M,,1998-11-04,,,"Alt: 6866m, 22526.2ft "
6874,LBL-14M,,1998-11-04,,,"Alt: 6866m, 22526.2ft "
6875,LBL-14M,,1998-11-04,,,"Alt: 6866m, 22526.2ft "
6876,LBL-14M,,1998-11-04,,,"Alt: 6866m, 22526.2ft "
6877,LBL-14M,,1998-11-04,,,"Alt: 6866m, 22526.2ft "
6878,LBL-14M,,1998-11-04,,,"Alt: 6866m, 22526.2ft "
6879,LBL-14M,,1998-11-04,,,"Alt: 6866m, 22526.2ft "
6880,LBL-14M,,1998-11-04,,,"Alt: 6866m, 22526.2ft "
6881,LBL-14M,,1998-11-04,,,"Alt: 6866m, 22526.2ft "
6882,LBL-14M,,1998-11-04,,,"Distance: 69.7 km, 43.31 mi, 37.63 nm "
6883,LBL-14M,,1998-11-04,,,"Distance: 69.7 km, 43.31 mi, 37.63 nm "
6884,LBL-14M,,1998-11-04,,,"Distance: 69.7 km, 43.31 mi, 37.63 nm "
6885,LBL-14M,,1998-11-04,,,"Distance: 69.7 km, 43.31 mi, 37.63 nm "
6886,LBL-14M,,1998-11-04,,,"Distance: 69.7 km, 43.31 mi, 37.63 nm "
6887,LBL-14M,,1998-11-04,,,"Distance: 69.7 km, 43.31 mi, 37.63 nm "
6888,LBL-14M,,1998-11-04,,,"Distance: 69.7 km, 43.31 mi, 37.63 nm "
6889,LBL-14M,,1998-11-04,,,"Distance: 69.7 km, 43.31 mi, 37.63 nm "
6890,LBL-14M,,1998-11-04,,,"Distance: 69.7 km, 43.31 mi, 37.63 nm "
6891,LBL-14M,,1998-11-04,,,"Distance: 69.7 km, 43.31 mi, 37.63 nm "
6892,LBL-14M,,1998-11-04,,,"Distance: 69.7 km, 43.31 mi, 37.63 nm "
6893,LBL-14M,,1998-11-04,,,"Distance: 69.7 km, 43.31 mi, 37.63 nm "
6894,LBL-14M,,1998-11-04,,,"Distance: 69.7 km, 43.31 mi, 37.63 nm "
6895,LBL-14M,,1998-11-04,,,Duration: 1h 38m 
6896,LBL-14M,,1998-11-04,,,Duration: 1h 38m 
6897,LBL-14M,,1998-11-04,,,Duration: 1h 38m 
6898,LBL-14M,,1998-11-04,,,Duration: 1h 38m 
6899,LBL-14M,,1998-11-04,,,Duration: 1h 38m 
6900,LBL-14M,,1998-11-04,,,Duration: 1h 38m 
6901,LBL-14M,,1998-11-04,,,Duration: 1h 38m 
6902,LBL-14M,,1998-11-04,,,Duration: 1h 38m 
6903,LBL-14M,,1998-11-04,,,Duration: 1h 38m 
6904,LBL-14M,,1998-11-04,,,Duration: 1h 38m 
6905,LBL-14M,,1998-11-04,,,Duration: 1h 38m 
6906,LBL-14M,,1998-11-04,,,Duration: 1h 38m 
6907,LBL-14M,,1998-11-04,,,Duration: 1h 38m 
6908,,,1975-03-13,,,"Alt: 595m, 1952.1ft "
6909,,,1975-03-13,,,"Distance: 18.01 km, 11.19 mi, 9.72 nm "
6910,,,1975-03-13,,,Duration: 2h 40m 
6911,,,1975-03-13,,,Duration: 2h 40m 
6912,,,1975-03-13,,,Duration: 2h 40m 
6913,NL-510,L-10,1996-10-13,,,"Alt: 4692m, 15393.7ft "
6914,NL-510,L-10,1996-10-13,,,"Alt: 4692m, 15393.7ft "
6915,Cloudhopper 14A,,1995-01-28,,,"Alt: 2293m, 7523ft "
6916,S-10,S-10,1972-08-12,,,"Distance: 28.33 km, 17.6 mi, 15.3 nm "
6917,S-10,S-10,1972-08-12,,,"Distance: 28.33 km, 17.6 mi, 15.3 nm "
6918,S-10,S-10,1972-08-12,,,"Distance: 28.33 km, 17.6 mi, 15.3 nm "
6919,,,1975-03-13,,,"Distance: 18.01 km, 11.19 mi, 9.72 nm "
6920,,,1975-03-13,,,"Distance: 18.01 km, 11.19 mi, 9.72 nm "
6921,A-165,A-15,1984-07-14,,,"Alt: 5516m, 18097.1ft "
